OpportunityId,Name,Subject,Country,SalesUnitId,ADUCategory,Product_Family,Application,Owner,Prognosis,PrognosisDate,ProbabilityId,ProcessName,ADUOpportunityType,SegmentId,ADUEndCustomer,ADULifeOfProject,ADUEstimatedPriceEndCustomer,ADUPiecePotential,annualTotal,ADUCommentsPMLocalValidation,AduLevelOfComplexity,ADUStrategicCustomer,AduPriorityMarket,Date_Created,OPENEDDATE,Opportunity_Number,PROGNOSISDAYS,DATAAREAID,ESTIMATEDREVENUE
OP-007355,RENEKA,PRIX SPE:	LBW6B-A1T6B,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,machine a cafe,Sales Person 7,12 months,2/2/20,10,SpecialPrice,SP,Inst. Cons. Comp,Other,0,0.0,500,0.0,No additional comments.,Unknown,No,Non Strategic,2/7/19 0:00,2/7/19,OP-007355,360,fr02,5000
OP-007356,APEM INC,PCTEL: IP LED RGB,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,wireless communication,Sales Person 14,6 months,8/6/19,20,CPI,CPI,Indirect Sales,PCTEL,3,10.0,10000,100000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,2/7/19 0:00,2/7/19,OP-007356,180,fr02,100000
OP-007362,paragon GmbH & Co. KGaA,Paragon backlit keypad,Germany,DE-ID,2-Membrane & Overlay,1-KEYBOARD,control panel for concept e-car,Sales Person 36,1 month,3/9/19,50,CPI,CPI,Automotive,unknown,2,20.0,1000,20000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/7/19 0:00,2/7/19,OP-007362,30,fr02,80000
OP-007365,CLAAS TRACTOR SAS,commande parklog,France,CENTRE_IDF_1/2_EST,1-Joystick,1-Joystick,agm,Sales Person 2,6 months,8/7/19,30,CPICC,CPI,AgM,Other,10,14.5,7000,101500.0,"14/02/2019
The  product specifications are in the document FR02DD012770.
The purpose of this document is to specify the Power Shuttle Lever (PSL) for K09 cabin and latter. 
The Power Shuttle Lever is the main HMI for transmission.
Need quotation and faisability for this product. 
Quantity : 7000 pieces per year.",Unknown,No,Non Strategic,2/8/19 0:00,2/8/19,OP-007365,180,fr02,100000
OP-007366,EKINOPS BELGIUM,NDPL-04K-V,Belgium,BE-SOUTH-WEST,2-DIP & Coded Rotary Switch,1-SWITCH,modem,Sales Person 20,3 months,5/9/19,10,CPICC,CPI,Communication,Other,5,0.3,50000,15000.0,No additional comments.,Unknown,No,Non Strategic,2/8/19 0:00,2/8/19,OP-007366,90,fr02,25000
OP-007367,DDZV,KDU1200 / FAI,Belgium,BE-SOUTH-WEST,2-Membrane & Overlay,1-KEYBOARD,cockpit display,Sales Person 24,<  1 month,2/23/19,10,CPI,CPI,DgE,Other,10,189.0,200,37800.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/8/19 0:00,2/8/19,OP-007367,15,fr02,100000
OP-007368,Smart track Srl,Membrane keypad,Italy,IT-RESALE,2-Flexible Membrane Keyboard,1-KEYBOARD,wrist wearable,Sales Person 41,3 months,5/9/19,50,CPI,CPI,Other applications,Other,5,3.5,50000,175000.0,No additional comments.,Level 1 - No product modification,No,Standard,2/8/19 0:00,2/8/19,OP-007368,90,fr02,150000
OP-007371,APEM INC,L3 : MSG33FN3XXX /MSG33FN6XXX,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,military,Sales Person 14,6 months,8/10/19,30,CPI,CPI,Indirect Sales,L3,2,15.0,100,1500.0,No additional comments.,Level 2 - Minor product modification,No,Focus,2/11/19 0:00,2/11/19,OP-007371,180,fr02,1000
OP-007373,VISSER LEEUWARDEN,QN-19300 - ES2S41653001,Netherlands,BE-NORTH,4-ES,1-SWITCH,"bushmaster, defence vehicle",Sales Person 21,1 month,3/13/19,10,Quotation,Quote,Vehicles,Other,0,49.8,160,0.0,No additional comments.,Unknown,No,Non Strategic,2/11/19 0:00,2/11/19,OP-007373,30,fr02,7968
OP-007374,H2I TECHNOLOGIES,U6812-1 AVEC NOUVEAU LOGO,France,SUD_EST,1-SWITCH,1-SWITCH,other,Sales Person 10,<  1 month,2/26/19,80,CPI,CPI,Other Electr. Appli,Other,5,1.7,1000,1700.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/11/19 0:00,2/11/19,OP-007374,15,fr02,1700
OP-007375,DDZY,Projet Façade Z Control - véhicule « VID »-arabie saoudite,France,NORD_1/2_EST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 7,12 months,2/7/20,10,CPI,CPI,DgE,Other,1,10.0,500,5000.0,No additional comments.,Level 1 - No product modification,Yes,Focus,2/12/19 0:00,2/12/19,OP-007375,360,fr02,5000
OP-007383,PHAMM Engineering Srl,piezo custom,Italy,IT-RESALE,4-PBA,1-SWITCH,wellness,Sales Person 41,<  1 month,2/27/19,90,CPI,CPI,Inst. Cons. Comp,Other,5,30.0,100,3000.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,2/12/19 0:00,2/12/19,OP-007383,15,fr02,3000
OP-007384,"COVIS CO., LTD",KR- COVIS - HYUNDAI SEASALL - KR,South Korea,EXPORT1,1-SWITCH,1-SWITCH,marine,Sales Person 4,6 months,8/11/19,10,Quotation,Quote,Indirect Sales,Other,0,7.5,500,0.0,No additional comments.,Unknown,No,Non Strategic,2/12/19 0:00,2/12/19,OP-007384,180,fr02,3000
OP-007385,HOLTEC GmbH & Co. KG,Holtec IC /w 5m wire leads,Germany,DE-ID,1-SWITCH,1-SWITCH,enable switch for motor drive,Sales Person 36,6 months,8/11/19,70,CPI,CPI,Other applications,Other,10,15.0,100,1500.0,No additional comments.,Level 1 - No product modification,No,Standard,2/12/19 0:00,2/12/19,OP-007385,180,fr02,15000
OP-007387,DUFFAY,Platines piezo + PCB,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,medical,Sales Person 2,3 months,5/14/19,30,CPI,CPI,Ind. Automation,Other,5,50.0,500,25000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,2/13/19 0:00,2/13/19,OP-007387,90,fr02,25000
OP-007393,DDZT,CLAVIER ROBOT,France,SUD_OUEST,4-Component PCB-Based Keyboard,1-KEYBOARD,dge,Sales Person 30,12 months,2/9/20,30,CPI,CPI,DgE,Other,3,35.0,100,3500.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/14/19 0:00,2/14/19,OP-007393,360,fr02,35
OP-007394,AXIS COMMUNICATIONS AB,Fadde 2 PBA,Sweden,SE-SOUTH,3-PBA,1-SWITCH,security,Sales Person 48,12 months,2/9/20,50,SpecialPrice,SP,Security,Other,0,0.0,3000,0.0,No additional comments.,Unknown,No,Non Strategic,2/14/19 0:00,2/14/19,OP-007394,360,fr02,30000
OP-007395,GROUP TOWER ELECTRONICS LTD,HK - GROUP TOWER - MA12R/TR,Hong Kong,EXPORT1,4-MA Microswitch,1-SWITCH,it server,Sales Person 3,12 months,2/9/20,10,Quotation,Quote,Indirect Sales,Other,0,0.4752,60000,0.0,No additional comments.,Unknown,No,Non Strategic,2/14/19 0:00,2/14/19,OP-007395,360,fr02,24000
OP-007396,"PERFECT SUN ENTERPRISE CO,LTD",TS - PERFECT SUN - SWW236A-6ULX1159+U622,Taïwan,EXPORT1,1-SWITCH,1-SWITCH,na,Sales Person 4,3 months,5/15/19,30,SpecialPrice,SP,Indirect Sales,TOP UNION,0,0.0,10000,0.0,No additional comments.,Unknown,No,Non Strategic,2/14/19 0:00,2/14/19,OP-007396,90,fr02,17200
OP-007398,DDDF,TR - ATAKEL - ASSAN HANIL - 2600 series custom,Turkey,EXPORT1,1-SWITCH,1-SWITCH,seat heating switches,Sales Person 4,6 months,8/13/19,10,CPI,CPI,DgE,Hyundai construction,10,3.5,6000,21000.0,No additional comments.,Level 2 - Minor product modification,No,Focus,2/14/19 0:00,2/14/19,OP-007398,180,fr02,15000
OP-007403,OPACMARE S.R.L.,AV switch for auto doors,Italy,IT-RESALE,4-AV19 AV,1-SWITCH,marieìne,Sales Person 41,<  1 month,3/5/19,80,CPI,CPI,Vehicles,Other,5,12.0,1000,12000.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,2/18/19 0:00,2/18/19,OP-007403,15,fr02,12000
OP-007405,OMEGA FUSIBILI S.P.A.,IT - OMEGA - OFFICINE MECCANICHE GUIZZARDI - 1213A black,Italy,EXPORT3,4-1200,1-SWITCH,domotique,Sales Person 3,12 months,2/13/20,10,CPI,CPI,Other applications,OFFICINE MECCANICHE,1,2.9,500,1450.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/18/19 0:00,2/18/19,OP-007405,360,fr02,3000
OP-008747,YLEISELEKTRONIIKKA OYJ,3340RP700 stronger spring,Finland,SE-DISTRIBUTION,4-3000 Series,1-Joystick,electrical boat,Sales Person 25,3 months,4/1/20,90,CPICC,CPI,Indirect Sales,Mente Marine,5,117.48,200,23496.0,No additional comments.,Unknown,No,Non Strategic,1/2/20 0:00,1/2/20,OP-008747,90,fr02,53457
OP-008751,DDW,CLAVIERS 8P4,France,SUD_EST,1-KEYBOARD,1-KEYBOARD,dge,Sales Person 10,<  1 month,1/21/20,80,CPI,CPI,DgE,Other,5,250.0,100,25000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/6/20 0:00,1/6/20,OP-008751,15,fr02,25000
OP-008752,client SYSTEMS / Ne pas utiliser,Collection tableau de bord Jaguar_rev,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,dge,Sales Person 2,<  1 month,1/21/20,30,CPI,CPI,DgE,Other,5,400.0,350,140000.0,No additional comments.,Level 1 - No product modification,No,Focus,1/6/20 0:00,1/6/20,OP-008752,15,fr02,140000
OP-008754,DDDQ,tank,Germany,DE-NW,1-Indicator,1-Indicator,control light,Sales Person 50,12 months,12/31/20,30,CPI,CPI,DgE,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,1/6/20 0:00,1/6/20,OP-008754,360,fr02,4100
OP-008755,CC NEDERLAND B.V.,Price support CC NED / IDEC,Netherlands,BE-SUPPORT,3-SWITCHES,1-IDEC,automation,Sales Person 24,<  1 month,1/21/20,10,SpecialPrice,SP,Ind. Automation,Other,0,0.0,100,0.0,No additional comments.,Unknown,No,Non Strategic,1/6/20 0:00,1/6/20,OP-008755,15,fr02,1000
OP-008761,BOSCH REXROTH DSI SAS,SWITCH 2G AVEC MEMBRANE NOIRE LASER,France,SUD_EST,1-SWITCH,1-SWITCH,ctr,Sales Person 10,1 month,2/6/20,90,CPI,CPI,CtR,Other,5,5.5,14000,77000.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,1/7/20 0:00,1/7/20,OP-008761,30,fr02,77000
OP-008763,DDW,NOUVEAU DECOR POUR CLAVIER P1400223027003B,France,SUD_EST,1-KEYBOARD,1-KEYBOARD,dge,Sales Person 10,<  1 month,1/22/20,90,CPI,CPI,DgE,Other,5,70.0,100,7000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/7/20 0:00,1/7/20,OP-008763,15,fr02,7500
OP-008767,JFKnudtzen AS,Scanners,Norway,SE-DISTRIBUTION,4-LASER_SCANNER,1-IDEC,safety appliction,Sales Person 31,24 months,12/28/21,50,SpecialPriceCC,SP,Indirect Sales,ABB,0,0.0,25,0.0,"25 scanners SE2L-H05LP 

target price 1050€

Accessories
SE9Z-HS2-BK01
SE9Z-HS2-BK02
SE9Z-HS2-CM01",Unknown,No,Non Strategic,1/8/20 0:00,1/8/20,OP-008767,720,fr02,25000
OP-008791,CASTEL SA,Castel / AV09 & AV14 avec méplats,France,OUEST,1-SWITCH,1-SWITCH,interphonie,Sales Person 6,1 month,2/7/20,30,CPI,CPI,Security,Other,5,20.0,100,2000.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,1/8/20 0:00,1/8/20,OP-008791,30,fr02,10000
OP-008802,JMEI SPRL,"13445AD2-9X768 10,5 mm+N35211002 neopreen",Belgium,BE-SOUTH-WEST,4-13000,1-SWITCH,belly remote controls,Sales Person 20,3 months,4/7/20,30,CPI,CPI,MaH,JMEI SPRL,5,22.0,1000,22000.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,1/8/20 0:00,1/8/20,OP-008802,90,fr02,25000
OP-008816,APEM COMPONENTS LTD,Sink Switch,United Kingdom,SUBSIDIARY,4-PBA,1-SWITCH,water control,Sales Person 17,1 month,2/8/20,60,CPI,CPICC,,PureH2O,5,26.0,1500,39000.0,8/1/20:As above thank you.,Level 2 - Minor product modification,No,Standard,1/9/20 0:00,1/9/20,OP-008816,30,fr02,50000
OP-008828,NEWTON NORDIC AB,3150SAL6638 UL-VW-1 material?,Sweden,SE-SOUTH,4-3000 Series,1-Joystick,industrial,Sales Person 48,12 months,1/3/21,90,CPICC,CPI,Other Electr. Appli,Other,10,95.0,30,2850.0,No additional comments.,Unknown,No,Non Strategic,1/9/20 0:00,1/9/20,OP-008828,360,fr02,3000
OP-008833,PARROT,thumb joystick,France,CENTRE_IDF_1/2_EST,2-Thumb Operated,1-Joystick,drones,Sales Person 57,1 month,2/12/20,50,CPICC,CPICC,Other Electr. Appli,Other,0,4.0,200000,0.0,No additional comments.,Unknown,No,Non Strategic,1/13/20 0:00,1/13/20,OP-008833,30,fr02,800000
OP-008835,VAN HOOL,24PN / 28PN price support,Belgium,BE-SOUTH-WEST,3-Switch Guards,1-SWITCH,autobusses,Sales Person 24,<  1 month,1/28/20,10,SpecialPrice,SP,Automotive,Other,0,0.0,1000,0.0,No additional comments.,Unknown,No,Non Strategic,1/13/20 0:00,1/13/20,OP-008835,15,fr02,10000
OP-008836,Akku Power GmbH,AkkuPower : suite OP8720 - X1171-126 MAJ,Germany,DE-7PV,1-SWITCH,1-SWITCH,other,Sales Person 14,6 months,7/11/20,30,CPI,CPI,Ind. Automation,Akku Power GmbH,5,12.0,1000,12000.0,No additional comments.,Level 1 - No product modification,No,Standard,1/13/20 0:00,1/13/20,OP-008836,180,fr02,12000
OP-008837,Porsche Engineering Group GmbH,Porsche : 12000X778 Levier Porsche,Germany,DE-7PV,1-SWITCH,1-SWITCH,motorsports,Sales Person 14,6 months,7/11/20,30,CPI,CPI,Automotive,Other,2,100.0,100,10000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/13/20 0:00,1/13/20,OP-008837,180,fr02,10000
OP-008839,CC NEDERLAND B.V.,Prix support / CC NED,Netherlands,BE-SUPPORT,2-AUTOMATION,1-IDEC,unknown,Sales Person 24,<  1 month,1/28/20,10,SpecialPrice,SP,Ind. Automation,Other,0,0.0,100,0.0,No additional comments.,Unknown,No,Non Strategic,1/13/20 0:00,1/13/20,OP-008839,15,fr02,1000
OP-008841,RATIER FIGEAC,projet compagnie russe,France,SUD_OUEST,4-13000,1-SWITCH,aeronautique,Sales Person 30,<  1 month,1/28/20,70,CPI,CPI,Other Mil.Aero,Other,10,10000.0,1,10000.0,No additional comments.,Level 1 - No product modification,No,Focus,1/13/20 0:00,1/13/20,OP-008841,15,fr02,100
OP-008843,KINETEC SAS,Etiquettes P1010008059001,France,NORD_1/2_EST,1-KEYBOARD,1-KEYBOARD,materiel medical,Sales Person 7,1 month,2/13/20,90,CPI,CPI,Medical,Other,2,4.0,100,400.0,No additional comments.,Level 1 - No product modification,No,Standard,1/14/20 0:00,1/14/20,OP-008843,30,fr02,1000
OP-008844,NOTE Lund AB,25136NAB,Sweden,SE-SOUTH,2-Slide switch,1-SWITCH,dover wayne,Sales Person 48,12 months,1/8/21,70,SpecialPrice,SP,Other Electr. Appli,Dover Wayne,0,0.0,55000,0.0,No additional comments.,Unknown,No,Non Strategic,1/14/20 0:00,1/14/20,OP-008844,360,fr02,40000
OP-008850,APEM COMPONENTS LTD,NV with dual push output,United Kingdom,SUBSIDIARY,1-SWITCH,1-SWITCH,joystick,Sales Person 17,3 months,4/14/20,30,CPI,CPICC,,Apem UK,5,20.0,10000,200000.0,"15-1-2020 Hi Christophe, Please can you take a look at the request for a NV with dual pushbutton output. RB",Level 3 - Heavy product modification,Yes,Non Strategic,1/15/20 0:00,1/15/20,OP-008850,90,fr02,50000
OP-008851,NOTE Lund AB,25136NAB,Sweden,SE-SOUTH,3-25000N,1-SWITCH,industrial,Sales Person 48,12 months,1/9/21,100,SpecialPrice,SP,Other Electr. Appli,Other,0,0.0,55000,0.0,No additional comments.,Unknown,No,Non Strategic,1/15/20 0:00,1/15/20,OP-008851,360,fr02,40000
OP-008852,GUIMA PALFINGER,banc tests D 32,France,SUD_OUEST,4- All Engineering Keyboard,1-KEYBOARD,mah,Sales Person 30,12 months,1/9/21,30,CPI,CPI,MaH,Other,2,300.0,40,12000.0,No additional comments.,Level 4 - Customized product,No,Non Strategic,1/15/20 0:00,1/15/20,OP-008852,360,fr02,100
OP-008857,BARAT SOFANOR,Bouton poussoir AGC,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,interieur wagons train,Sales Person 7,12 months,1/10/21,10,Quotation,Quote,Other Electr. Appli,Other,0,7.0,1000,0.0,No additional comments.,Unknown,No,Non Strategic,1/16/20 0:00,1/16/20,OP-008857,360,fr02,7000
OP-008860,ROBOJOB,IDEC / LB1L + customized markings,Belgium,BE-SOUTH-WEST,3-SWITCHES,1-IDEC,robots,Sales Person 53,1 month,2/16/20,30,CPI,CPI,Ind. Automation,ROBOJOB,10,8.1,500,4050.0,No additional comments.,Level 2 - Minor product modification,No,Focus,1/17/20 0:00,1/17/20,OP-008860,30,fr02,5000
OP-008861,TVH PARTS NV,QN-24160 - TS2R1U02A,Belgium,BE-SOUTH-WEST,4-TS,1-Joystick,mah - forklifts,Sales Person 20,1 month,2/16/20,30,Quotation,Quote,MaH,Other,0,45.0,250,0.0,No additional comments.,Unknown,No,Non Strategic,1/17/20 0:00,1/17/20,OP-008861,30,fr02,11250
OP-008863,APEM COMPONENTS LTD,Dryer,United Kingdom,SUBSIDIARY,3-1200,1-SWITCH,dryer,Sales Person 17,3 months,4/16/20,80,CPI,CPICC,,DESICCANT DRY AIR SY,5,2.2,1000,2200.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,1/17/20 0:00,1/17/20,OP-008863,90,fr02,2000
OP-008864,APEM COMPONENTS LTD,Alarm Switch,United Kingdom,SUBSIDIARY,4-5000M,1-SWITCH,alarm,Sales Person 17,3 months,4/16/20,50,CPI,CPICC,,C-TEC,5,4.5,5000,22500.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/17/20 0:00,1/17/20,OP-008864,90,fr02,25000
OP-008866,NOREMAT,Suite OP-008660 - Modif schéma cablage 3140RX000,France,NORD_1/2_EST,1-Joystick,1-Joystick,agri,Sales Person 7,1 month,2/19/20,50,CPICC,CPI,AgM,Other,2,100.0,50,5000.0,"Customer validate the technical conterproposal from UK Engineering, that not put several same color wires to the connector, and validate UK engineering colors proposal.

Howether, customer wants modify the draft (send by engineering the 16/01/2020) as :

contact number 5 must be linked to the top switch
contact number 6 must be linked to the side switch

The drawing issue expected is ""D"".

Please confirm Price +2% (2020) + leadtime + moq  found in  FR OP-007185 / GB OP-004774",Unknown,No,Non Strategic,1/20/20 0:00,1/20/20,OP-008866,30,fr02,5000
OP-008868,APEM COMPONENTS LTD,APEM Italia Request,United Kingdom,SUBSIDIARY,2-Metal Keyboard,1-KEYBOARD,composite cutting machine,Sales Person 19,6 months,7/18/20,50,CPI,CPICC,,Sharp and Tappin Tec,0,0.0,0,0.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,1/20/20 0:00,1/20/20,OP-008868,180,fr02,5000
